('35', '128', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '21', '2033-10-13 13:06:21', NULL),
('29', '114', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2032-08-17 09:49:02', NULL),
('20', '100', 'Ho trovato il video molto noioso e poco interessante. Non è riuscito a catturare la mia attenzione.', '0', '2031-06-10 20:42:36', NULL),
('4', '45', 'Mi dispiace dirlo, ma il contenuto del video era confuso e mal strutturato.', '0', '2026-11-21 09:25:36', NULL),
('16', '12', 'La qualità del suono potrebbe essere migliorata. Era difficile sentire chiaramente.', '0', '2024-04-08 15:46:49', NULL),
('22', '2', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2024-10-16 08:27:46', NULL),
('4', '41', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2026-07-22 03:39:21', NULL),
('41', '60', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2028-02-25 15:31:19', NULL),
('3', '133', 'Mi dispiace dirlo, ma il contenuto del video era confuso e mal strutturato.', '0', '2034-03-22 06:33:59', NULL),
('18', '104', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2031-10-14 08:42:53', NULL),
('13', '116', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2032-10-13 10:54:37', NULL),
('12', '109', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2032-03-22 02:10:31', NULL),
('36', '112', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2032-06-11 14:01:21', NULL),
('17', '40', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2026-06-11 09:43:56', NULL),
('16', '82', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2029-12-16 17:53:04', NULL),
('16', '99', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2031-05-15 18:50:20', NULL),
('47', '7', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2026-11-13 05:50:31', NULL),
('35', '69', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2028-11-22 04:56:05', NULL),
('16', '92', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2030-10-14 06:31:09', NULL),
('13', '145', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2035-03-20 17:38:42', NULL),
('11', '147', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2035-05-15 03:37:16', NULL),
('22', '45', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2026-11-21 09:25:36', NULL),
('39', '90', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '25', '2030-08-16 14:18:33', NULL),
('25', '19', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2025-01-15 15:00:42', NULL),
('40', '99', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2031-05-15 18:50:20', NULL),
('23', '142', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '1', '2034-12-16 04:51:44', NULL),
('28', '51', 'Ho trovato il video molto noioso e poco interessante. Non è riuscito a catturare la mia attenzione.', '0', '2027-05-16 10:03:24', NULL),
('49', '87', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2030-05-15 16:38:36', NULL),
('41', '147', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '3', '2035-05-15 03:37:16', NULL),
('24', '102', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '31', '2031-08-16 16:30:17', NULL),
('18', '127', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2033-09-06 01:24:58', NULL),
('17', '138', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2034-08-15 23:05:29', NULL),
('19', '66', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2028-08-16 09:55:05', NULL),
('41', '98', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2031-04-26 05:26:08', NULL),
('15', '117', 'Non mi è piaciuto il tono usato nel video. Sembra mancare di entusiasmo.', '0', '2032-11-21 13:43:01', NULL),
('7', '113', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2032-07-22 07:56:46', NULL),
('38', '138', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2034-08-15 23:05:29', NULL),
('30', '104', 'Ci sono troppe interruzioni nel video, rendendolo difficile da seguire.', '0', '2031-10-14 08:42:53', NULL),
('33', '65', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2028-07-21 08:02:49', NULL),
('1', '15', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2024-05-16 03:28:12', NULL),
('27', '104', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2031-10-14 08:42:53', NULL),
('10', '51', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2027-05-16 10:03:24', NULL),
('6', '25', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2025-03-21 19:41:22', NULL),
('46', '131', 'Mi aspettavo di più da questo video. È stato un po  deludente.', '0', '2034-01-11 04:32:16', NULL),
('14', '129', 'Questo video è troppo lungo e si dilunga su argomenti non rilevanti.', '0', '2033-11-21 15:54:45', NULL),
('5', '93', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2030-11-22 09:19:33', NULL),
('7', '27', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2025-05-16 05:39:56', NULL),
('7', '61', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2028-03-21 02:16:34', NULL),
('12', '131', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2034-01-11 04:32:16', NULL),
('38', '130', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2033-12-16 02:40:00', NULL),
('3', '38', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2026-04-26 18:27:28', NULL),
('22', '65', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2028-07-21 08:02:49', NULL),
('25', '131', 'Ho trovato il video molto noioso e poco interessante. Non è riuscito a catturare la mia attenzione.', '0', '2034-01-11 04:32:16', NULL),
('18', '25', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2025-03-21 19:41:22', NULL),
('13', '52', 'Non mi è piaciuto il tono usato nel video. Sembra mancare di entusiasmo.', '0', '2027-06-11 11:55:40', NULL),
('38', '52', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2027-06-11 11:55:40', NULL),
('18', '108', 'Ho trovato il video molto noioso e poco interessante. Non è riuscito a catturare la mia attenzione.', '0', '2032-02-26 15:25:16', NULL),
('14', '95', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '22', '2031-01-11 21:57:04', NULL),
('7', '84', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '3', '2030-02-26 11:01:48', NULL),
('2', '48', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2027-02-25 13:19:35', NULL),
('29', '89', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2030-07-21 12:26:17', NULL),
('39', '28', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '29', '2026-03-25 04:07:08', NULL),
('50', '84', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2030-02-26 11:01:48', NULL),
('5', '33', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2025-11-21 07:13:52', NULL),
('44', '29', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2026-08-10 17:03:33', NULL),
('13', '88', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2030-06-10 18:30:52', NULL),
('40', '105', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2031-11-22 11:31:17', NULL),
('11', '41', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2026-07-22 03:39:21', NULL),
('3', '121', 'Ho notato alcuni errori di grammatica nel testo del video. È importante fare una revisione accurata.', '0', '2033-03-22 04:22:15', NULL),
('12', '6', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '14', '2023-12-21 10:56:42', NULL),
('34', '14', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2025-10-11 13:18:27', NULL),
('32', '113', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2032-07-22 07:56:46', NULL),
('46', '15', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '13', '2026-10-08 09:16:09', NULL),
('9', '101', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '19', '2031-07-21 14:38:01', NULL),
('50', '100', 'Ci sono troppe interruzioni nel video, rendendolo difficile da seguire.', '0', '2031-06-10 20:42:36', NULL),
('2', '18', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2024-08-17 01:08:09', NULL),
('4', '13', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '0', '2024-03-21 17:29:38', NULL),
('13', '137', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2034-07-20 21:13:13', NULL),
('23', '119', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2033-01-11 02:20:32', NULL),
('46', '30', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2026-10-08 09:16:09', NULL),
('27', '73', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2029-03-21 04:28:18', NULL),
('44', '48', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2027-02-25 13:19:35', NULL),
('11', '44', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2026-10-13 06:37:12', NULL),
('20', '69', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '0', '2028-11-22 04:56:05', NULL),
('10', '19', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2024-09-05 14:32:21', NULL),
('19', '93', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2030-11-22 09:19:33', NULL),
('24', '30', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '36', '2025-08-17 03:19:53', NULL),
('22', '38', 'Grazie per aver condiviso questo video. Mi hai ispirato a provare qualcosa di nuovo!', '0', '2026-04-26 18:27:28', NULL),
('11', '146', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2035-04-27 05:20:05', NULL),
('29', '103', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2031-09-06 21:01:30', NULL),
('15', '17', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2024-07-21 23:15:53', NULL),
('38', '16', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '29', '2026-02-20 13:46:48', NULL),
('26', '143', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2035-01-11 06:44:00', NULL),
('27', '46', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '33', '2026-12-15 20:10:51', NULL),
('44', '96', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '28', '2031-02-26 13:13:32', NULL),
('8', '123', 'Mi aspettavo di più da questo video. Non mi ha davvero soddisfatto.', '0', '2033-05-16 14:20:49', NULL),
('5', '141', 'Mi sono divertito tantissimo guardando questo video. Continua così!', '15', '2034-11-21 18:06:29', NULL),
('6', '86', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2030-04-26 03:14:24', NULL),
('20', '67', 'Complimenti per il tuo talento nel spiegare argomenti complessi in modo semplice e chiaro.', '0', '2028-09-06 14:26:18', NULL),
('13', '17', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '3', '2024-07-21 23:15:53', NULL),
('50', '16', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2027-02-28 19:33:37', NULL),
('45', '13', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2026-09-15 13:37:55', NULL),
('20', '109', 'Complimenti per l ottima qualità della produzione del video. È professionale e ben curato.', '0', '2032-03-22 02:10:31', NULL),
('26', '27', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '21', '2025-05-16 05:39:56', NULL),
('9', '36', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2026-02-27 02:14:52', NULL),
('27', '119', 'Questo video è davvero ispiratore! Mi ha fatto venire voglia di mettermi all opera.', '17', '2033-01-11 02:20:32', NULL),
('34', '22', 'Non mi è piaciuto il tono usato nel video. Sembra mancare di entusiasmo.', '0', '2025-10-11 13:18:27', NULL),
('21', '136', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2034-06-11 18:24:49', NULL),
('43', '102', 'Non mi è piaciuto il tono usato nel video. Sembra un po  troppo arrogante.', '0', '2031-08-16 16:30:17', NULL),
('16', '145', 'La qualità del video potrebbe essere migliorata. Era sfocato in alcuni punti.', '0', '2035-03-20 17:38:42', NULL),
('36', '12', 'Non mi è piaciuto il tono usato nel video. Sembra mancare di entusiasmo.', '0', '2025-12-09 05:31:03', NULL),
('37', '45', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '0', '2026-11-21 09:25:36', NULL),
('29', '111', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2032-05-16 12:09:05', NULL),
('37', '81', 'Questo video è molto motivante. Mi ha spinto a intraprendere azioni positive nella mia vita.', '34', '2029-11-22 07:07:49', NULL),
('40', '53', 'Che video coinvolgente! Non riuscivo a smettere di guardarne un minuto.', '0', '2027-07-22 05:51:05', NULL),
('3', '36', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '21', '2026-02-27 02:14:52', NULL),
('13', '65', 'Penso che alcune informazioni nel video siano inesatte. Fai attenzione alla precisione.', '0', '2028-07-21 08:02:49', NULL),
('34', '80', 'Ottima presentazione! Hai reso il contenuto così facile da capire.', '0', '2029-10-14 04:19:25', NULL),
('2', '84', 'Questo video è incredibile! Mi ha aperto gli occhi su un argomento che non conoscevo.', '0', '2030-02-26 11:01:48', NULL),
('40', '34', 'Sono rimasto affascinato dall entusiasmo che trasmetti nel video. Bravissimo!', '0', '2026-04-30 00:41:30', NULL),
('8', '4', 'Questo video è davvero illuminante! Mi ha dato una nuova prospettiva sull argomento.', '0', '2023-08-13 01:35:22', NULL),
('5', '148', 'Mi sono sentito motivato dopo aver visto questo video. Continua a pubblicare contenuti fantastici!', '0', '2035-06-11 20:36:33', NULL),
